"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"1","9-4","-","9","4","whole","whole","whole","SD_whole",9,4
"1","6-6","-","6","6","whole","whole","whole","SD_whole",6,6
"1","6+4","+","6","4","whole","whole","whole","SD_whole",6,4
"1","10-4","-","10","4","whole","whole","whole","MD_whole",10,4
"1","9+8","+","9","8","whole","whole","whole","SD_whole",9,8
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","9+5","+","9","5","whole","whole","whole","SD_whole",9,5
"1","9-5","-","9","5","whole","whole","whole","SD_whole",9,5
"1","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"1","15-7","-","15","7","whole","whole","whole","MD_whole",15,7
"1","9+2","+","9","2","whole","whole","whole","SD_whole",9,2
"1","9-2","-","9","2","whole","whole","whole","SD_whole",9,2
"1","6+3","+","6","3","whole","whole","whole","SD_whole",6,3
"1","12-3","-","12","3","whole","whole","whole","MD_whole",12,3
"1","4+8","+","4","8","whole","whole","whole","SD_whole",4,8
"1","12-8","-","12","8","whole","whole","whole","MD_whole",12,8
"1","7+6","+","7","6","whole","whole","whole","SD_whole",7,6
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","9+9","+","9","9","whole","whole","whole","SD_whole",9,9
"1","18-9","-","18","9","whole","whole","whole","MD_whole",18,9
"1","8-4","-","8","4","whole","whole","whole","SD_whole",8,4
"1","9+8","+","9","8","whole","whole","whole","SD_whole",9,8
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","10+10","+","10","10","whole","whole","whole","MD_whole",10,10
"1","20-10","-","20","10","whole","whole","whole","MD_whole",20,10
"1","7+5","+","7","5","whole","whole","whole","SD_whole",7,5
"1","7-5","-","7","5","whole","whole","whole","SD_whole",7,5
"1","9+4","+","9","4","whole","whole","whole","SD_whole",9,4
"1","13-4","-","13","4","whole","whole","whole","MD_whole",13,4
"1","7+8","+","7","8","whole","whole","whole","SD_whole",7,8
"1","15-8","-","15","8","whole","whole","whole","MD_whole",15,8
"1","9+5","+","9","5","whole","whole","whole","SD_whole",9,5
"1","9-5","-","9","5","whole","whole","whole","SD_whole",9,5
"1","9+6","+","9","6","whole","whole","whole","SD_whole",9,6
"1","15-6","-","15","6","whole","whole","whole","MD_whole",15,6
"1","7+6","+","7","6","whole","whole","whole","SD_whole",7,6
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","5+6","+","5","6","whole","whole","whole","SD_whole",5,6
"1","11-6","-","11","6","whole","whole","whole","MD_whole",11,6
"1","4+9","+","4","9","whole","whole","whole","SD_whole",4,9
"1","9-4","-","9","4","whole","whole","whole","SD_whole",9,4
"1","4+7","+","4","7","whole","whole","whole","SD_whole",4,7
"1","11-7","-","11","7","whole","whole","whole","MD_whole",11,7
"1","9+8","+","9","8","whole","whole","whole","SD_whole",9,8
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","5+7","+","5","7","whole","whole","whole","SD_whole",5,7
"1","7-5","-","7","5","whole","whole","whole","SD_whole",7,5
"1","6+8","+","6","8","whole","whole","whole","SD_whole",6,8
"1","14-8","-","14","8","whole","whole","whole","MD_whole",14,8
"1","13-7","-","13","7","whole","whole","whole","MD_whole",13,7
"1","14-5","-","14","5","whole","whole","whole","MD_whole",14,5
"1","12-5","-","12","5","whole","whole","whole","MD_whole",12,5
"1","17-9","-","17","9","whole","whole","whole","MD_whole",17,9
"1","11-3","-","11","3","whole","whole","whole","MD_whole",11,3
"1","13-9","-","13","9","whole","whole","whole","MD_whole",13,9
"1","8+6","+","8","6","whole","whole","whole","SD_whole",8,6
"1","9+3","+","9","3","whole","whole","whole","SD_whole",9,3
"1","9-3","-","9","3","whole","whole","whole","SD_whole",9,3
"1","7+8","+","7","8","whole","whole","whole","SD_whole",7,8
"1","15-8","-","15","8","whole","whole","whole","MD_whole",15,8
"1","6+5","+","6","5","whole","whole","whole","SD_whole",6,5
"1","6-5","-","6","5","whole","whole","whole","SD_whole",6,5
"1","11-2","-","11","2","whole","whole","whole","MD_whole",11,2
"1","12-4","-","12","4","whole","whole","whole","MD_whole",12,4
"1","15-9","-","15","9","whole","whole","whole","MD_whole",15,9
"1","12-9","-","12","9","whole","whole","whole","MD_whole",12,9
"1","11-3","-","11","3","whole","whole","whole","MD_whole",11,3
"1","12-8","-","12","8","whole","whole","whole","MD_whole",12,8
"1","15-8","-","15","8","whole","whole","whole","MD_whole",15,8
"1","13-9","-","13","9","whole","whole","whole","MD_whole",13,9
"1","14-5","-","14","5","whole","whole","whole","MD_whole",14,5
"1","14-6","-","14","6","whole","whole","whole","MD_whole",14,6
"1","16-9","-","16","9","whole","whole","whole","MD_whole",16,9
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","15-7","-","15","7","whole","whole","whole","MD_whole",15,7
"1","11-5","-","11","5","whole","whole","whole","MD_whole",11,5
"1","20-10","-","20","10","whole","whole","whole","MD_whole",20,10
"1","16-9","-","16","9","whole","whole","whole","MD_whole",16,9
"1","9+9","+","9","9","whole","whole","whole","SD_whole",9,9
"1","5+8","+","5","8","whole","whole","whole","SD_whole",5,8
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","14-9","-","14","9","whole","whole","whole","MD_whole",14,9
"1","15-7","-","15","7","whole","whole","whole","MD_whole",15,7
"1","8+8","+","8","8","whole","whole","whole","SD_whole",8,8
"1","14-6","-","14","6","whole","whole","whole","MD_whole",14,6
"1","0+8","+","0","8","whole","whole","whole","SD_whole",0,8
"1","14-8","-","14","8","whole","whole","whole","MD_whole",14,8
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","11-6","-","11","6","whole","whole","whole","MD_whole",11,6
"1","15-9","-","15","9","whole","whole","whole","MD_whole",15,9
"1","20-10","-","20","10","whole","whole","whole","MD_whole",20,10
"1","13-4","-","13","4","whole","whole","whole","MD_whole",13,4
"1","12-7","-","12","7","whole","whole","whole","MD_whole",12,7
"1","15-8","-","15","8","whole","whole","whole","MD_whole",15,8
"1","11-5","-","11","5","whole","whole","whole","MD_whole",11,5
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","16-9","-","16","9","whole","whole","whole","MD_whole",16,9
"1","12-7","-","12","7","whole","whole","whole","MD_whole",12,7
"1","15-6","-","15","6","whole","whole","whole","MD_whole",15,6
"1","18-9","-","18","9","whole","whole","whole","MD_whole",18,9
"1","9+3","+","9","3","whole","whole","whole","SD_whole",9,3
"1","8+8","+","8","8","whole","whole","whole","SD_whole",8,8
"1","14-9","-","14","9","whole","whole","whole","MD_whole",14,9
"1","4+5","+","4","5","whole","whole","whole","SD_whole",4,5
"1","2+8","+","2","8","whole","whole","whole","SD_whole",2,8
"1","2+5","+","2","5","whole","whole","whole","SD_whole",2,5
"1","9-6","-","9","6","whole","whole","whole","SD_whole",9,6
"1","9+3","+","9","3","whole","whole","whole","SD_whole",9,3
"1","15-7","-","15","7","whole","whole","whole","MD_whole",15,7
"1","3-1","-","3","1","whole","whole","whole","SD_whole",3,1
"1","2+6","+","2","6","whole","whole","whole","SD_whole",2,6
"1","12-9","-","12","9","whole","whole","whole","MD_whole",12,9
"1","12-4","-","12","4","whole","whole","whole","MD_whole",12,4
"1","4+9","+","4","9","whole","whole","whole","SD_whole",4,9
"1","16-7","-","16","7","whole","whole","whole","MD_whole",16,7
"1","11-8","-","11","8","whole","whole","whole","MD_whole",11,8
"1","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"1","6+0","+","6","0","whole","whole","whole","SD_whole",6,0
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","7+4","+","7","4","whole","whole","whole","SD_whole",7,4
"1","9-0","-","9","0","whole","whole","whole","SD_whole",9,0
"1","17-9","-","17","9","whole","whole","whole","MD_whole",17,9
"1","4+6","+","4","6","whole","whole","whole","SD_whole",4,6
"1","6+7","+","6","7","whole","whole","whole","SD_whole",6,7
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","17-9","-","17","9","whole","whole","whole","MD_whole",17,9
"1","10+5","+","10","5","whole","whole","whole","MD_whole",10,5
"1","13-3","-","13","3","whole","whole","whole","MD_whole",13,3
"1","20-10","-","20","10","whole","whole","whole","MD_whole",20,10
"1","4+9","+","4","9","whole","whole","whole","SD_whole",4,9
"1","13-6","-","13","6","whole","whole","whole","MD_whole",13,6
"1","4+5","+","4","5","whole","whole","whole","SD_whole",4,5
"1","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"1","11-6","-","11","6","whole","whole","whole","MD_whole",11,6
"1","17-8","-","17","8","whole","whole","whole","MD_whole",17,8
"1","5+7","+","5","7","whole","whole","whole","SD_whole",5,7
"1","13-5","-","13","5","whole","whole","whole","MD_whole",13,5
"1","16-9","-","16","9","whole","whole","whole","MD_whole",16,9
"1","3+8","+","3","8","whole","whole","whole","SD_whole",3,8
"1","9-8","-","9","8","whole","whole","whole","SD_whole",9,8
"1","7+6","+","7","6","whole","whole","whole","SD_whole",7,6
"1","14-7","-","14","7","whole","whole","whole","MD_whole",14,7
"1","15-6","-","15","6","whole","whole","whole","MD_whole",15,6
"1","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"1","5+8","+","5","8","whole","whole","whole","SD_whole",5,8
"1","6+3","+","6","3","whole","whole","whole","SD_whole",6,3
"1","6-4","-","6","4","whole","whole","whole","SD_whole",6,4
"1","2+6","+","2","6","whole","whole","whole","SD_whole",2,6
"1","12-4","-","12","4","whole","whole","whole","MD_whole",12,4
"1","4-3","-","4","3","whole","whole","whole","SD_whole",4,3
"1","9-4","-","9","4","whole","whole","whole","SD_whole",9,4
"1","5+7","+","5","7","whole","whole","whole","SD_whole",5,7
"1","9-3","-","9","3","whole","whole","whole","SD_whole",9,3
"1","5+4","+","5","4","whole","whole","whole","SD_whole",5,4
"1","5+3","+","5","3","whole","whole","whole","SD_whole",5,3
"1","10-5","-","10","5","whole","whole","whole","MD_whole",10,5
"1","3+6","+","3","6","whole","whole","whole","SD_whole",3,6
"1","12-5","-","12","5","whole","whole","whole","MD_whole",12,5
"1","15-9","-","15","9","whole","whole","whole","MD_whole",15,9
"1","5+7","+","5","7","whole","whole","whole","SD_whole",5,7
"1","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"1","9-7","-","9","7","whole","whole","whole","SD_whole",9,7
"1","5+5","+","5","5","whole","whole","whole","SD_whole",5,5
"1","12-7","-","12","7","whole","whole","whole","MD_whole",12,7
"1","18-9","-","18","9","whole","whole","whole","MD_whole",18,9
"1","9+4","+","9","4","whole","whole","whole","SD_whole",9,4
"1","2+7","+","2","7","whole","whole","whole","SD_whole",2,7
"1","5-1","-","5","1","whole","whole","whole","SD_whole",5,1
"1","9+1","+","9","1","whole","whole","whole","SD_whole",9,1
"1","7-6","-","7","6","whole","whole","whole","SD_whole",7,6
"1","13-4","-","13","4","whole","whole","whole","MD_whole",13,4
"1","2+6","+","2","6","whole","whole","whole","SD_whole",2,6
"1","14-5","-","14","5","whole","whole","whole","MD_whole",14,5
"1","2+10","+","2","10","whole","whole","whole","MD_whole",2,10
"1","3+3","+","3","3","whole","whole","whole","SD_whole",3,3
"1","14-8","-","14","8","whole","whole","whole","MD_whole",14,8
"1","8+9","+","8","9","whole","whole","whole","SD_whole",8,9
"1","6-3","-","6","3","whole","whole","whole","SD_whole",6,3
"1","6-5","-","6","5","whole","whole","whole","SD_whole",6,5
"1","2+8","+","2","8","whole","whole","whole","SD_whole",2,8
"1","0+5","+","0","5","whole","whole","whole","SD_whole",0,5
"1","10-2","-","10","2","whole","whole","whole","MD_whole",10,2
"1","9+9","+","9","9","whole","whole","whole","SD_whole",9,9
"1","5-4","-","5","4","whole","whole","whole","SD_whole",5,4
"1","8-8","-","8","8","whole","whole","whole","SD_whole",8,8
"1","10+1","+","10","1","whole","whole","whole","MD_whole",10,1
"1","4+7","+","4","7","whole","whole","whole","SD_whole",4,7
"1","9-3","-","9","3","whole","whole","whole","SD_whole",9,3
"1","1+8","+","1","8","whole","whole","whole","SD_whole",1,8
"1","17-9","-","17","9","whole","whole","whole","MD_whole",17,9
"1","13-7","-","13","7","whole","whole","whole","MD_whole",13,7
"1","6+5","+","6","5","whole","whole","whole","SD_whole",6,5
"1","10+2","+","10","2","whole","whole","whole","MD_whole",10,2
"1","14-9","-","14","9","whole","whole","whole","MD_whole",14,9
"1","10+10","+","10","10","whole","whole","whole","MD_whole",10,10
"1","11-3","-","11","3","whole","whole","whole","MD_whole",11,3
"1","6+0","+","6","0","whole","whole","whole","SD_whole",6,0
"1","11-2","-","11","2","whole","whole","whole","MD_whole",11,2
"1","4+5","+","4","5","whole","whole","whole","SD_whole",4,5
"1","9+8","+","9","8","whole","whole","whole","SD_whole",9,8
"1","4+10","+","4","10","whole","whole","whole","MD_whole",4,10
"1","14-9","-","14","9","whole","whole","whole","MD_whole",14,9
"1","7+4","+","7","4","whole","whole","whole","SD_whole",7,4
"1","8-5","-","8","5","whole","whole","whole","SD_whole",8,5
"1","10-10","-","10","10","whole","whole","whole","MD_whole",10,10
"1","6+7","+","6","7","whole","whole","whole","SD_whole",6,7
"1","18-9","-","18","9","whole","whole","whole","MD_whole",18,9
"1","15-6","-","15","6","whole","whole","whole","MD_whole",15,6
"1","8+5","+","8","5","whole","whole","whole","SD_whole",8,5
"1","11-4","-","11","4","whole","whole","whole","MD_whole",11,4
"1","20+40","+","20","40","whole","whole","whole","MD_whole",20,40
"1","30+30","+","30","30","whole","whole","whole","MD_whole",30,30
"1","40+50","+","40","50","whole","whole","whole","MD_whole",40,50
"1","50+30","+","50","30","whole","whole","whole","MD_whole",50,30
"1","40+40","+","40","40","whole","whole","whole","MD_whole",40,40
"1","70+20","+","70","20","whole","whole","whole","MD_whole",70,20
"1","10+80","+","10","80","whole","whole","whole","MD_whole",10,80
"1","60+30","+","60","30","whole","whole","whole","MD_whole",60,30
"1","10+30","+","10","30","whole","whole","whole","MD_whole",10,30
"1","30+30","+","30","30","whole","whole","whole","MD_whole",30,30
"1","60+10","+","60","10","whole","whole","whole","MD_whole",60,10
"1","10+70","+","10","70","whole","whole","whole","MD_whole",10,70
"1","20+30","+","20","30","whole","whole","whole","MD_whole",20,30
"1","30+10","+","30","10","whole","whole","whole","MD_whole",30,10
"1","60-20","-","60","20","whole","whole","whole","MD_whole",60,20
"1","70-30","-","70","30","whole","whole","whole","MD_whole",70,30
"1","80-20","-","80","20","whole","whole","whole","MD_whole",80,20
"1","90-40","-","90","40","whole","whole","whole","MD_whole",90,40
"1","80-40","-","80","40","whole","whole","whole","MD_whole",80,40
"1","90-70","-","90","70","whole","whole","whole","MD_whole",90,70
"1","70-50","-","70","50","whole","whole","whole","MD_whole",70,50
"1","30-30","-","30","30","whole","whole","whole","MD_whole",30,30
"1","4+8","+","4","8","whole","whole","whole","SD_whole",4,8
"1","15-7","-","15","7","whole","whole","whole","MD_whole",15,7
"1","9-6","-","9","6","whole","whole","whole","SD_whole",9,6
"1","3+1","+","3","1","whole","whole","whole","SD_whole",3,1
"1","10+6","+","10","6","whole","whole","whole","MD_whole",10,6
"1","11-2","-","11","2","whole","whole","whole","MD_whole",11,2
"1","30+50","+","30","50","whole","whole","whole","MD_whole",30,50
"1","40+20","+","40","20","whole","whole","whole","MD_whole",40,20
"1","90-20","-","90","20","whole","whole","whole","MD_whole",90,20
"1","60-40","-","60","40","whole","whole","whole","MD_whole",60,40
"1","40-10","-","40","10","whole","whole","whole","MD_whole",40,10
"1","80-40","-","80","40","whole","whole","whole","MD_whole",80,40
"1","60-20","-","60","20","whole","whole","whole","MD_whole",60,20
"1","70-30","-","70","30","whole","whole","whole","MD_whole",70,30
"1","9+4","+","9","4","whole","whole","whole","SD_whole",9,4
"1","42+7","+","42","7","whole","whole","whole","MD_whole",42,7
"1","57+30","+","57","30","whole","whole","whole","MD_whole",57,30
"1","91+5","+","91","5","whole","whole","whole","MD_whole",91,5
"1","18+50","+","18","50","whole","whole","whole","MD_whole",18,50
"1","32+5","+","32","5","whole","whole","whole","MD_whole",32,5
"1","48+30","+","48","30","whole","whole","whole","MD_whole",48,30
"1","13+70","+","13","70","whole","whole","whole","MD_whole",13,70
"1","22+6","+","22","6","whole","whole","whole","MD_whole",22,6
"1","71+3","+","71","3","whole","whole","whole","MD_whole",71,3
"1","49+50","+","49","50","whole","whole","whole","MD_whole",49,50
"1","53+4","+","53","4","whole","whole","whole","MD_whole",53,4
"1","25+40","+","25","40","whole","whole","whole","MD_whole",25,40
"1","62+9","+","62","9","whole","whole","whole","MD_whole",62,9
"1","47+2","+","47","2","whole","whole","whole","MD_whole",47,2
"1","26+50","+","26","50","whole","whole","whole","MD_whole",26,50
"1","22+5","+","22","5","whole","whole","whole","MD_whole",22,5
"1","4+85","+","4","85","whole","whole","whole","MD_whole",4,85
"1","42+50","+","42","50","whole","whole","whole","MD_whole",42,50
"1","11+8","+","11","8","whole","whole","whole","MD_whole",11,8
"1","14+5","+","14","5","whole","whole","whole","MD_whole",14,5
"1","27+2","+","27","2","whole","whole","whole","MD_whole",27,2
"1","41+5","+","41","5","whole","whole","whole","MD_whole",41,5
"1","13+50","+","13","50","whole","whole","whole","MD_whole",13,50
"1","28+30","+","28","30","whole","whole","whole","MD_whole",28,30
"1","65+3","+","65","3","whole","whole","whole","MD_whole",65,3
"1","81+8","+","81","8","whole","whole","whole","MD_whole",81,8
"1","54+20","+","54","20","whole","whole","whole","MD_whole",54,20
"1","32+10","+","32","10","whole","whole","whole","MD_whole",32,10
"1","95+2","+","95","2","whole","whole","whole","MD_whole",95,2
"1","25+60","+","25","60","whole","whole","whole","MD_whole",25,60
